-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/1990 through 11/01/2021 
Location: Latitude  21.0155   Longitude 105.8504 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 87.73 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,WS10M_RANGE,WS10M
2013,5,20,34.53,26.32,2.16,76.94,2.73,2.04
2013,5,21,33.4,26.44,18.5,80.94,2.4,1.31
2013,5,22,33.98,24.93,1.25,81.38,1.72,1.71
2013,5,23,32.15,25.56,2.63,86.25,3.03,2.33
2013,5,24,31.62,25.1,3.9,86.19,3.69,1.84
2013,5,25,30.08,25.73,2.35,90.44,2.15,3.47
2013,5,26,34.38,25.29,8.57,81.88,2.12,3.11
2013,5,27,35.27,26.08,0.0,76.06,2.67,2.21
2013,5,28,34.19,26.34,0.89,80.0,3.02,2.13
2013,5,29,31.51,26.11,15.47,88.25,2.0,1.83
2013,5,30,29.0,25.17,40.16,93.25,2.34,2.23
2013,5,31,29.91,24.71,1.5,90.12,2.19,2.46
2013,6,1,31.37,23.72,0.06,87.19,1.73,2.46
2013,6,2,31.9,24.15,1.99,85.69,2.37,2.34
2013,6,3,32.12,24.05,3.35,83.44,3.98,1.97
2013,6,4,31.69,23.9,6.66,85.38,3.13,2.74
2013,6,5,29.67,24.9,5.93,90.44,2.12,2.67
2013,6,6,30.29,24.87,0.02,88.56,3.0,3.31
2013,6,7,33.45,24.69,0.02,84.38,4.05,2.36
2013,6,8,33.13,26.0,0.01,81.94,2.17,2.74
2013,6,9,34.12,26.33,6.25,81.31,1.7,1.84
2013,6,10,27.43,21.9,30.59,85.31,7.68,4.6
2013,6,11,30.12,20.87,0.11,75.25,4.45,3.49
2013,6,12,30.44,19.83,0.0,69.19,3.67,2.44
2013,6,13,31.07,18.91,0.0,70.75,1.4,1.97
2013,6,14,31.79,20.49,0.0,71.31,1.35,1.59
2013,6,15,32.98,21.65,0.0,74.38,1.7,2.16
2013,6,16,32.91,24.29,3.07,77.81,1.3,1.77
2013,6,17,32.23,25.33,26.53,82.81,2.47,1.48
2013,6,18,32.03,24.89,0.16,85.81,1.37,2.16
2013,6,19,32.65,25.58,0.4,84.62,1.48,2.27
2013,6,20,32.24,25.75,8.52,85.31,2.05,1.52
2013,6,21,31.23,26.23,17.93,85.69,2.06,1.49
2013,6,22,31.12,25.65,2.79,87.81,2.07,2.0
2013,6,23,31.39,25.79,19.75,85.5,6.12,6.16
2013,6,24,30.14,25.18,36.39,88.12,3.75,3.79
2013,6,25,29.23,24.2,15.27,88.19,2.04,3.36
2013,6,26,30.08,24.81,0.07,87.06,1.71,2.83
2013,6,27,33.35,24.98,0.99,81.56,2.18,2.28
2013,6,28,32.8,25.76,4.25,79.62,2.62,2.41
2013,6,29,33.26,25.64,0.21,80.88,2.17,2.51
2013,6,30,32.88,26.3,0.72,83.25,1.51,2.21
2013,7,1,32.07,25.94,18.13,86.88,1.73,1.97
2013,7,2,32.47,25.44,40.86,86.56,2.95,2.3
2013,7,3,30.56,25.8,53.17,90.19,1.62,2.65
2013,7,4,31.43,25.1,8.94,88.31,2.47,2.87
2013,7,5,31.21,24.93,8.45,89.25,2.12,2.82
2013,7,6,32.97,25.29,0.2,87.06,1.9,2.91
2013,7,7,32.0,25.68,1.9,88.0,1.55,3.29
2013,7,8,29.29,25.47,17.72,91.69,1.74,3.43
2013,7,9,29.73,25.0,17.73,90.25,1.46,2.59
2013,7,10,29.01,24.65,27.61,92.69,1.94,2.52
2013,7,11,29.98,24.65,23.62,88.31,1.25,1.85
2013,7,12,32.17,24.23,1.51,83.62,2.13,1.59
2013,7,13,31.62,24.98,4.35,84.5,1.51,1.24
2013,7,14,30.51,25.55,10.85,87.19,1.66,1.44
2013,7,15,31.87,25.31,22.53,85.38,1.2,2.03
2013,7,16,30.53,25.16,39.93,89.06,1.53,1.95
2013,7,17,31.46,24.89,18.64,87.44,2.46,2.88
2013,7,18,30.48,25.23,38.73,89.69,2.28,3.07
2013,7,19,30.48,25.19,43.54,91.31,1.54,2.52
2013,7,20,30.54,24.89,3.4,88.62,0.8,1.99
2013,7,21,30.6,24.66,9.19,89.75,2.42,2.52
2013,7,22,29.51,24.46,19.2,92.31,2.26,2.41
2013,7,23,28.24,24.76,25.24,92.31,2.8,2.02
2013,7,24,29.16,24.19,2.58,90.25,1.73,2.11
2013,7,25,31.98,24.37,1.82,82.75,2.9,1.73
2013,7,26,29.89,24.83,9.88,88.12,1.52,1.35
2013,7,27,28.66,25.35,38.33,91.81,3.12,2.09
2013,7,28,28.3,25.08,50.04,93.38,2.28,2.67
2013,7,29,28.58,24.88,24.45,93.38,2.34,3.7
2013,7,30,29.22,24.59,11.83,92.88,2.05,2.91
2013,7,31,31.39,24.23,3.1,86.75,1.55,1.81
2013,8,1,32.5,23.8,0.02,80.25,1.1,1.4
2013,8,2,30.79,24.64,1.53,84.25,2.01,2.07
2013,8,3,28.24,25.31,87.76,89.69,5.16,6.29
2013,8,4,30.62,25.07,7.01,90.0,3.95,3.55
2013,8,5,31.61,24.33,2.59,87.31,0.94,2.12
2013,8,6,30.58,24.8,1.52,90.0,3.2,2.57
2013,8,7,28.4,24.38,41.73,92.75,9.62,3.78
2013,8,8,27.73,24.56,49.39,93.81,6.81,4.91
2013,8,9,27.92,24.46,27.1,94.69,2.34,3.02
2013,8,10,29.42,24.09,5.74,87.44,1.11,1.38
2013,8,11,31.31,24.14,0.33,83.44,1.7,0.97
2013,8,12,32.58,23.78,7.28,78.38,1.5,1.27
2013,8,13,32.71,24.44,0.34,78.25,2.05,1.59
2013,8,14,31.5,24.69,2.73,83.06,1.86,1.98
2013,8,15,31.15,25.64,0.51,85.56,1.67,2.46
2013,8,16,32.18,25.42,3.23,84.44,2.66,2.72
2013,8,17,30.08,25.2,10.87,86.5,3.16,2.3
2013,8,18,30.73,25.46,9.35,83.38,4.35,2.74
2013,8,19,31.42,24.94,15.63,87.06,2.82,2.65
2013,8,20,27.63,24.7,22.63,93.31,3.33,3.58
2013,8,21,29.93,24.38,21.93,91.19,3.45,2.52
2013,8,22,30.55,24.9,6.8,86.94,1.68,1.94
2013,8,23,33.19,24.88,1.98,79.94,1.83,1.46
2013,8,24,30.28,25.28,12.21,86.38,1.71,1.7
2013,8,25,29.78,24.47,4.74,90.81,1.21,1.95
2013,8,26,29.46,25.0,6.74,89.81,0.85,1.34
2013,8,27,31.69,24.95,0.1,85.0,1.85,1.02
2013,8,28,32.87,24.77,0.0,84.56,2.42,1.56
2013,8,29,32.69,25.07,0.34,87.38,2.41,1.71
2013,8,30,32.1,26.59,3.79,84.25,2.02,0.95
2013,8,31,31.61,25.65,5.85,85.75,1.1,1.48
2013,9,1,28.26,25.19,28.95,94.56,2.26,2.6
2013,9,2,29.62,24.93,9.14,90.38,2.0,2.71
2013,9,3,31.14,24.26,6.08,85.94,2.95,1.95
2013,9,4,29.39,25.28,45.79,89.5,2.88,1.26
2013,9,5,25.48,22.65,38.82,91.69,2.91,3.0
2013,9,6,26.71,21.12,17.68,91.62,2.93,3.46
2013,9,7,28.27,21.26,3.71,89.5,3.68,2.91
2013,9,8,28.77,22.51,33.11,92.19,5.66,2.77
2013,9,9,29.12,23.24,1.26,91.25,2.76,2.53
2013,9,10,30.84,22.26,0.27,86.19,0.91,1.62
2013,9,11,29.98,24.05,11.59,89.5,2.69,1.76
2013,9,12,27.84,24.01,23.89,93.31,3.36,2.02
2013,9,13,29.69,23.22,1.3,86.88,1.98,1.81
2013,9,14,32.07,23.29,0.06,80.88,2.09,1.59
2013,9,15,31.77,23.63,3.05,82.06,1.52,1.53
2013,9,16,30.87,24.82,0.61,85.94,2.62,1.66
2013,9,17,30.01,24.03,7.46,86.69,2.73,1.69
2013,9,18,31.23,23.38,4.96,84.06,1.91,2.5
2013,9,19,29.23,23.08,13.48,88.31,4.68,3.55
2013,9,20,30.18,22.88,28.91,87.56,4.91,3.0
2013,9,21,31.88,23.22,0.07,83.06,2.09,2.02
2013,9,22,32.37,23.9,0.0,79.19,2.77,1.94
2013,9,23,30.03,23.95,1.47,86.5,2.9,2.69
2013,9,24,29.21,24.02,3.33,89.38,2.62,2.39
2013,9,25,24.96,20.64,18.14,90.94,3.94,5.07
2013,9,26,24.98,18.2,5.0,87.38,4.45,4.27
2013,9,27,26.73,18.19,0.03,85.0,3.16,2.09
2013,9,28,28.17,20.53,0.0,84.88,2.79,2.58
2013,9,29,27.7,18.25,0.02,79.88,4.12,3.3
2013,9,30,24.71,19.97,2.56,89.12,3.52,4.49
2013,10,1,27.98,20.57,11.85,91.0,2.83,4.41
2013,10,2,27.34,21.18,0.32,88.19,2.59,3.22
2013,10,3,30.01,20.52,0.0,77.88,2.79,2.41
2013,10,4,29.86,20.63,0.0,79.69,1.48,1.69
2013,10,5,29.62,21.61,0.01,82.94,1.45,1.51
2013,10,6,27.14,21.05,0.02,83.75,3.87,2.77
2013,10,7,27.29,18.89,0.0,75.12,4.24,3.53
2013,10,8,28.51,16.93,0.0,70.94,4.53,3.16
2013,10,9,28.51,17.4,0.0,74.06,2.91,2.56
2013,10,10,29.34,18.88,0.0,76.62,2.95,2.09
2013,10,11,29.62,21.51,0.01,76.81,2.88,2.34
2013,10,12,29.69,20.98,0.0,74.94,2.13,1.8
2013,10,13,30.51,21.44,0.0,76.94,2.47,1.87
2013,10,14,30.34,21.43,1.09,83.94,1.8,2.55
2013,10,15,28.73,22.37,0.82,86.94,4.82,3.8
2013,10,16,24.62,19.02,10.04,86.81,3.07,4.73
2013,10,17,22.39,18.43,28.55,91.81,2.95,4.07
2013,10,18,20.87,17.83,16.2,92.81,3.42,3.92
2013,10,19,22.33,17.35,0.26,89.31,2.73,3.31
2013,10,20,24.96,16.51,0.0,82.06,3.27,2.02
2013,10,21,25.5,17.83,0.0,84.19,2.3,2.42
2013,10,22,25.77,18.05,0.01,83.94,2.14,2.7
2013,10,23,25.75,17.51,0.14,82.62,2.98,2.96
2013,10,24,23.28,17.8,0.71,84.06,4.01,3.01
2013,10,25,25.82,15.5,0.0,75.44,3.85,2.99
2013,10,26,25.62,14.05,0.0,75.12,1.47,2.24
2013,10,27,24.58,16.62,0.0,79.25,1.73,1.46
2013,10,28,24.94,17.56,0.07,85.19,2.63,1.56
2013,10,29,26.8,19.54,1.47,90.88,1.57,2.31
2013,10,30,28.33,20.14,0.25,89.56,1.79,2.59
2013,10,31,28.98,21.33,6.1,90.75,3.08,3.27
2013,11,1,28.47,19.8,0.0,87.56,1.23,1.95
2013,11,2,28.51,19.32,0.0,80.81,1.48,1.33
2013,11,3,26.52,17.99,0.0,82.38,3.16,2.41
2013,11,4,25.43,16.32,0.0,81.25,3.64,2.7
2013,11,5,25.94,15.65,0.05,85.06,2.17,2.63
2013,11,6,25.62,18.56,0.98,87.12,3.02,2.27
2013,11,7,27.38,19.45,0.08,87.06,2.13,2.22
2013,11,8,28.18,20.29,0.0,88.81,3.12,2.02
2013,11,9,28.6,20.34,0.02,86.0,2.32,1.71
2013,11,10,28.0,21.28,20.89,89.0,10.32,5.38
2013,11,11,24.95,17.92,25.86,84.94,9.66,7.45
2013,11,12,22.87,16.76,0.01,84.12,2.61,2.3
2013,11,13,21.94,14.77,0.0,79.25,3.05,2.2
2013,11,14,23.29,14.76,0.03,83.81,3.2,3.34
2013,11,15,22.82,14.6,0.0,78.56,4.16,2.7
2013,11,16,24.48,15.13,0.05,83.0,2.02,2.46
2013,11,17,24.76,15.71,0.02,78.44,3.03,2.28
2013,11,18,24.26,14.41,0.13,83.69,2.12,2.55
2013,11,19,22.32,15.12,0.19,80.12,2.38,2.47
2013,11,20,22.44,14.12,0.09,82.56,2.2,1.64
2013,11,21,22.15,15.55,0.62,89.69,2.49,2.19
2013,11,22,23.77,15.89,0.24,90.31,2.2,2.0
2013,11,23,26.5,17.21,0.83,91.06,1.88,1.9
2013,11,24,26.17,17.26,3.35,85.44,7.05,3.13
2013,11,25,22.9,15.15,3.98,74.69,2.22,1.97
2013,11,26,22.3,14.9,0.01,82.0,1.83,1.78
2013,11,27,19.81,14.45,2.57,88.94,5.77,3.61
2013,11,28,19.01,11.96,1.88,79.0,4.45,3.88
2013,11,29,17.19,10.5,0.0,69.38,3.32,2.18
2013,11,30,20.98,9.89,0.0,69.81,1.88,1.73
2013,12,1,21.63,11.23,0.0,72.44,4.11,2.59
2013,12,2,21.97,9.12,0.0,73.44,1.97,2.12
2013,12,3,22.36,9.83,0.0,73.44,1.61,1.66
2013,12,4,22.68,10.38,0.0,72.94,2.44,2.05
2013,12,5,23.21,11.2,0.0,78.88,0.98,1.74
2013,12,6,22.8,12.37,0.0,80.62,2.5,2.12
2013,12,7,22.14,11.66,0.0,78.06,1.59,1.31
2013,12,8,23.31,12.03,0.0,83.69,1.79,1.95
2013,12,9,22.32,12.27,0.0,84.62,2.58,2.19
2013,12,10,22.05,13.07,0.0,82.0,1.7,1.77
2013,12,11,18.73,13.23,0.07,84.94,3.16,2.8
2013,12,12,20.76,11.21,0.28,84.94,1.1,1.71
2013,12,13,17.51,13.08,4.77,90.44,3.16,2.27
2013,12,14,18.04,12.79,7.55,90.56,2.07,3.12
2013,12,15,14.89,10.15,10.2,88.5,5.75,4.52
2013,12,16,12.38,7.28,8.65,86.56,4.43,4.45
2013,12,17,16.45,5.05,0.06,78.75,3.75,2.79
2013,12,18,15.87,3.32,0.0,78.81,3.98,3.73
2013,12,19,14.34,2.07,0.0,75.44,3.7,2.84
2013,12,20,15.04,2.3,0.0,76.56,3.52,3.0
2013,12,21,15.54,3.18,0.0,77.5,3.7,3.22
2013,12,22,14.99,2.98,0.0,73.38,3.66,2.24
2013,12,23,16.71,3.08,0.0,76.88,1.87,2.33
2013,12,24,16.75,4.57,0.0,75.56,2.7,2.68
2013,12,25,17.07,4.15,0.0,69.06,3.16,2.18
2013,12,26,17.88,4.88,0.0,72.69,3.02,2.94
2013,12,27,15.98,5.03,0.0,72.88,3.79,3.23
2013,12,28,15.44,3.08,0.0,72.5,2.48,2.62
2013,12,29,15.48,2.43,0.0,69.31,3.03,2.18
2013,12,30,16.88,3.14,0.0,64.94,3.27,1.84
2013,12,31,18.58,4.56,0.0,70.5,2.31,1.98
2014,1,1,19.73,6.13,0.0,79.25,1.98,2.19
2014,1,2,23.39,8.67,0.0,85.12,3.13,1.75
2014,1,3,21.94,10.01,0.0,88.19,3.38,2.61
2014,1,4,21.55,11.83,0.0,73.38,3.44,2.23
2014,1,5,22.05,10.62,0.0,81.25,4.33,2.28
2014,1,6,24.3,13.89,0.01,90.56,4.28,3.23
2014,1,7,27.15,14.84,0.22,88.06,3.05,2.41
2014,1,8,20.52,12.09,0.01,82.0,6.27,3.89
2014,1,9,17.66,10.62,0.0,77.94,2.61,2.93
2014,1,10,17.69,10.86,0.01,89.0,0.84,1.88
2014,1,11,23.01,12.29,0.22,88.5,1.95,1.48
2014,1,12,15.4,11.52,0.34,84.75,3.88,4.0
2014,1,13,12.71,7.33,0.17,77.0,6.73,3.63
2014,1,14,15.73,4.16,0.0,70.12,3.85,2.52
2014,1,15,17.31,2.7,0.0,73.31,2.4,2.11
2014,1,16,19.46,6.22,0.0,80.69,2.15,1.67
2014,1,17,19.71,9.84,0.05,83.69,2.53,2.55
2014,1,18,19.27,8.07,0.0,73.69,5.09,2.95
2014,1,19,20.0,6.73,0.0,79.44,1.57,2.13
2014,1,20,19.54,7.94,0.01,80.0,5.77,3.52
2014,1,21,18.57,7.02,0.0,66.31,3.95,3.38
2014,1,22,18.69,3.15,0.0,59.12,2.16,2.2
2014,1,23,19.37,6.31,0.0,68.5,3.41,2.61
2014,1,24,22.69,6.97,0.0,82.75,3.51,3.24
2014,1,25,22.29,11.73,0.93,88.19,1.54,2.12
2014,1,26,22.5,13.53,0.01,87.75,2.12,1.97
2014,1,27,23.77,13.55,0.0,85.12,4.37,2.39
2014,1,28,23.41,13.17,0.0,88.19,2.56,2.55
2014,1,29,24.11,14.01,0.0,88.31,2.37,2.81
2014,1,30,24.58,13.98,0.0,85.38,2.84,2.11
2014,1,31,24.81,13.09,0.0,82.62,3.88,2.95
2014,2,1,25.83,13.1,0.0,86.94,4.02,2.48
2014,2,2,26.69,14.52,0.0,86.12,3.08,2.27
2014,2,3,26.25,15.16,0.01,86.38,1.37,2.46
2014,2,4,25.9,15.94,0.03,85.25,3.3,3.19
2014,2,5,28.08,16.33,0.66,86.75,4.52,4.41
2014,2,6,29.23,17.6,0.4,85.56,3.05,3.39
2014,2,7,30.11,17.22,0.58,80.88,5.47,2.57
2014,2,8,23.61,11.63,0.63,81.44,3.66,3.89
2014,2,9,20.41,10.33,1.1,80.25,3.95,3.94
2014,2,10,16.3,6.87,0.38,65.25,4.33,4.8
2014,2,11,14.52,4.51,0.13,69.69,3.61,3.49
2014,2,12,13.61,7.51,0.39,82.44,2.53,2.64
2014,2,13,13.73,5.87,0.36,72.56,4.83,3.91
2014,2,14,15.48,6.01,0.0,68.5,3.38,2.67
2014,2,15,17.58,6.44,0.03,80.19,2.23,2.4
2014,2,16,22.48,10.85,0.25,89.31,1.76,2.57
2014,2,17,25.98,14.65,1.22,89.0,4.08,3.45
2014,2,18,23.01,10.23,2.83,86.12,6.52,4.42
2014,2,19,14.49,7.12,0.5,70.69,6.37,3.59
2014,2,20,18.0,4.65,0.0,72.0,2.39,2.5
2014,2,21,20.53,7.83,0.08,83.12,4.23,2.08
2014,2,22,23.65,12.51,2.2,88.0,2.23,2.25
2014,2,23,23.61,14.3,3.28,89.38,3.29,3.32
2014,2,24,26.51,16.51,1.01,87.0,4.58,4.84
2014,2,25,27.33,16.76,0.84,87.19,3.45,3.72
2014,2,26,25.73,16.51,0.77,87.5,3.15,3.41
2014,2,27,25.84,15.87,0.7,87.75,4.21,3.73
2014,2,28,29.1,17.45,1.81,86.75,4.07,3.99
2014,3,1,29.08,17.3,1.15,86.38,2.59,2.43
2014,3,2,27.19,17.4,0.91,86.0,2.84,3.31
2014,3,3,24.27,16.36,0.7,87.19,2.65,2.86
2014,3,4,27.51,16.41,1.06,86.12,3.8,2.87
2014,3,5,23.11,14.6,0.94,84.19,2.25,3.05
2014,3,6,27.5,15.0,2.02,86.94,2.95,2.67
2014,3,7,27.72,18.75,4.84,88.44,5.11,4.38
2014,3,8,29.09,18.23,3.35,86.06,2.87,3.55
2014,3,9,20.54,13.88,2.07,82.44,3.73,3.44
2014,3,10,20.32,14.47,0.65,87.5,1.84,2.19
2014,3,11,25.14,14.44,0.37,87.56,4.02,2.59
2014,3,12,30.53,17.44,1.07,85.62,3.12,2.12
2014,3,13,25.05,19.02,1.49,86.94,4.17,3.22
2014,3,14,20.9,15.39,2.79,80.62,4.16,3.57
2014,3,15,21.88,14.05,0.39,85.38,1.53,2.29
2014,3,16,22.87,15.4,0.86,88.88,1.86,1.92
2014,3,17,23.65,16.78,0.1,91.62,2.18,2.65
2014,3,18,30.05,17.46,0.74,86.31,4.16,3.8
2014,3,19,30.19,19.12,1.12,87.19,3.8,3.67
2014,3,20,29.73,16.59,5.38,82.56,5.22,3.59
2014,3,21,20.57,13.3,7.23,76.0,3.77,4.24
2014,3,22,19.03,12.69,15.1,86.56,3.29,2.4
2014,3,23,23.48,13.3,6.83,88.19,2.2,2.06
2014,3,24,27.17,15.74,6.48,85.12,3.27,2.25
2014,3,25,28.61,16.76,0.01,84.69,3.06,3.22
2014,3,26,28.64,17.95,0.2,85.0,3.34,3.77
2014,3,27,29.98,18.0,0.02,84.62,3.96,3.86
2014,3,28,32.87,19.58,1.17,84.69,3.53,3.51
2014,3,29,30.89,20.37,1.1,86.69,2.63,1.96
2014,3,30,34.11,21.32,0.6,84.06,2.41,2.97
2014,3,31,31.94,21.87,0.02,80.69,3.84,2.03
2014,4,1,28.38,20.51,0.11,82.62,2.41,2.87
2014,4,2,28.58,19.68,0.41,85.94,2.35,1.91
2014,4,3,27.44,20.95,5.18,89.19,2.38,2.44
2014,4,4,25.47,19.89,0.44,85.88,4.14,2.7
2014,4,5,25.62,19.58,2.61,89.75,3.95,2.47
2014,4,6,29.67,20.48,4.76,83.81,3.9,2.05
2014,4,7,28.77,20.56,24.5,88.19,4.08,3.89
2014,4,8,30.23,19.86,0.61,85.12,2.14,3.14
2014,4,9,30.6,21.08,4.52,85.38,2.69,2.9
2014,4,10,31.3,21.54,1.65,85.88,3.12,3.81
2014,4,11,30.76,22.58,1.19,86.31,4.08,4.69
2014,4,12,32.46,22.75,0.67,85.56,2.31,3.27
2014,4,13,29.88,22.94,0.41,88.31,2.14,3.37
2014,4,14,29.91,23.05,0.0,87.69,2.67,3.49
2014,4,15,29.83,22.72,0.0,86.25,3.77,4.23
2014,4,16,30.88,22.82,0.05,86.0,2.94,4.23
2014,4,17,31.49,22.88,0.44,87.56,2.84,3.85
2014,4,18,31.17,23.26,0.2,86.69,2.86,4.02
2014,4,19,32.2,23.17,0.04,87.25,2.69,3.3
2014,4,20,29.83,23.97,0.07,88.81,3.32,4.14
2014,4,21,30.09,24.05,0.29,88.69,3.27,4.12
2014,4,22,29.9,24.12,1.6,89.94,2.58,3.38
2014,4,23,30.86,23.21,2.05,89.12,2.23,3.88
2014,4,24,31.07,24.63,0.7,89.0,2.1,2.81
2014,4,25,30.91,24.38,1.52,89.69,1.98,2.26
2014,4,26,32.72,24.2,9.77,84.31,2.29,2.19
2014,4,27,25.22,20.65,51.25,90.81,6.49,3.63
2014,4,28,25.91,19.33,0.11,84.38,3.04,1.77
2014,4,29,24.29,20.94,1.33,89.56,4.17,2.47
2014,4,30,25.64,19.4,0.69,86.5,4.13,2.68
2014,5,1,29.22,20.3,0.94,84.5,2.28,1.82
2014,5,2,30.43,20.93,0.53,82.38,2.18,2.09
2014,5,3,30.11,21.99,3.29,85.5,2.67,2.37
2014,5,4,29.34,22.44,2.55,86.31,2.92,2.25
2014,5,5,24.0,18.76,12.71,80.5,4.09,3.71
2014,5,6,25.48,17.46,0.38,80.56,1.75,1.93
2014,5,7,26.89,19.63,0.11,87.0,2.7,2.14
2014,5,8,32.42,21.07,0.59,83.31,3.89,2.48
2014,5,9,35.94,23.44,0.02,74.31,2.3,2.81
2014,5,10,36.59,24.27,0.0,70.06,3.44,3.23
2014,5,11,32.71,25.69,0.03,70.38,4.24,2.59
2014,5,12,31.62,23.3,0.35,83.06,3.45,2.53
2014,5,13,36.54,24.83,0.01,81.44,3.39,2.89
2014,5,14,37.33,26.05,0.0,74.69,3.26,3.12
2014,5,15,32.3,26.4,0.21,82.25,4.62,2.36
2014,5,16,30.93,26.19,0.51,89.88,2.76,2.84
2014,5,17,31.46,25.78,0.28,88.06,3.33,3.03
2014,5,18,31.33,25.78,1.85,88.06,2.85,2.5
2014,5,19,31.87,25.24,19.77,87.19,2.32,2.51
2014,5,20,30.4,25.82,10.35,89.38,2.34,3.27
2014,5,21,34.5,25.4,0.36,84.5,3.0,3.57
2014,5,22,35.55,25.93,0.0,79.75,2.75,3.33
2014,5,23,30.6,26.24,0.01,87.44,2.46,3.95
2014,5,24,33.21,26.26,0.25,85.19,3.13,2.44
2014,5,25,31.84,26.38,1.67,88.69,1.91,2.94
2014,5,26,31.65,25.82,6.53,86.38,1.47,1.78
2014,5,27,30.05,25.38,13.59,91.31,2.42,2.3
2014,5,28,29.98,25.49,3.68,88.81,2.74,2.81
2014,5,29,29.96,25.41,14.11,92.19,1.78,2.64
2014,5,30,31.43,25.93,29.54,87.44,1.07,1.85
2014,5,31,31.91,26.29,4.79,86.25,1.68,1.95
2014,6,1,33.34,26.5,2.77,84.88,1.21,2.2
2014,6,2,33.44,26.61,0.01,84.5,4.08,2.22
2014,6,3,31.46,26.66,0.16,88.19,2.23,2.2
2014,6,4,32.37,26.72,0.56,86.0,2.07,1.9
2014,6,5,31.16,25.83,12.01,89.12,1.73,1.74
2014,6,6,31.86,25.91,20.62,87.5,1.84,1.51
2014,6,7,31.0,25.47,11.97,88.38,1.78,1.62
2014,6,8,32.56,25.37,4.94,83.0,2.22,1.18
2014,6,9,33.57,25.76,0.56,80.0,2.1,1.17
2014,6,10,32.94,26.84,3.42,83.5,2.34,1.62
2014,6,11,30.08,25.03,4.21,86.19,3.97,3.59
2014,6,12,31.08,24.12,18.45,86.25,3.21,2.81
2014,6,13,31.24,24.08,9.61,80.81,3.43,2.62
2014,6,14,32.16,23.43,10.42,82.5,3.08,2.1
2014,6,15,33.93,25.19,8.68,81.81,2.52,1.21
2014,6,16,33.33,26.36,2.7,84.0,2.44,1.53
2014,6,17,33.06,26.51,7.07,85.12,2.1,1.73
2014,6,18,32.5,25.77,5.22,86.38,3.49,2.02
2014,6,19,34.55,25.92,0.06,79.75,1.54,2.65
2014,6,20,35.39,26.24,0.5,72.69,3.69,2.67
2014,6,21,31.75,26.77,2.48,79.19,4.02,2.67
2014,6,22,30.87,25.91,0.63,87.31,2.84,1.68
2014,6,23,28.3,24.91,9.22,89.69,1.98,1.54
2014,6,24,30.74,24.26,2.89,89.44,2.96,2.66
2014,6,25,32.37,25.23,0.66,85.94,1.72,2.41
2014,6,26,34.58,26.32,0.0,78.38,2.19,2.25
2014,6,27,33.26,26.83,0.56,80.62,3.11,1.8
2014,6,28,32.12,26.44,6.03,85.25,1.45,1.45
2014,6,29,31.53,26.01,4.96,86.69,1.9,1.63
2014,6,30,30.36,26.01,34.34,85.81,1.76,1.24
2014,7,1,31.19,25.65,9.58,87.75,2.74,1.67
2014,7,2,31.57,25.24,9.75,86.69,1.41,1.48
2014,7,3,32.22,25.76,0.59,84.31,1.1,1.95
2014,7,4,33.54,26.08,3.98,81.75,2.19,1.43
2014,7,5,34.19,27.06,17.06,81.0,2.09,1.01
2014,7,6,31.22,26.55,24.24,88.19,2.16,1.34
2014,7,7,31.72,26.07,11.59,86.06,1.05,1.69
2014,7,8,32.07,25.94,22.03,86.0,1.48,1.66
2014,7,9,32.08,25.8,0.73,87.25,2.62,2.25
2014,7,10,32.9,26.37,5.02,84.56,1.72,1.76
2014,7,11,31.74,25.98,3.9,87.69,1.88,2.11
2014,7,12,30.42,26.03,9.41,90.25,1.84,2.28
2014,7,13,30.14,25.54,13.44,91.25,0.75,1.74
2014,7,14,30.04,25.61,12.51,92.06,2.27,2.67
2014,7,15,30.96,25.55,14.05,88.38,1.56,2.77
2014,7,16,32.62,24.82,1.5,84.38,2.62,1.45
2014,7,17,31.09,25.39,4.44,88.19,2.09,1.8
2014,7,18,32.23,24.86,6.83,83.88,2.72,2.2
2014,7,19,29.11,25.6,36.78,91.0,3.41,4.6
2014,7,20,30.61,24.9,9.33,87.69,4.64,3.34
2014,7,21,30.44,25.19,9.98,86.44,1.14,1.27
2014,7,22,31.26,25.35,0.98,84.0,1.85,1.4
2014,7,23,33.47,24.76,0.6,77.38,2.11,1.3
2014,7,24,34.78,24.78,0.09,75.81,2.18,1.59
2014,7,25,32.33,26.19,8.24,84.19,2.2,1.36
2014,7,26,31.19,25.82,22.06,88.25,2.09,1.66
2014,7,27,30.39,24.62,5.12,85.12,1.82,1.73
2014,7,28,30.02,23.87,5.52,88.12,2.9,2.4
2014,7,29,30.03,24.27,10.67,87.94,1.78,1.88
2014,7,30,31.45,24.54,14.5,86.56,1.9,1.41
